event_id,det_id,xtop,ytop,z,xbot,ybot
4.0,23012308.0,225.012214055,-65.9437730752,2812.25,-225.012214055,-65.9437730752
4.0,23012312.0,225.012214055,-72.7437730752,2812.25,-225.012214055,-72.7437730752
4.0,23002312.0,225.012214055,-73.6237730752,2811.15,-225.012214055,-73.6237730752
4.0,22112316.0,217.184929498,-99.2905173142,2804.85,-231.127019798,-60.0683040276
4.0,22012316.0,217.223278024,-98.852191647,2802.25,-231.088671271,-59.6299783604
4.0,22002315.0,217.294745733,-98.0353119946,2801.15,-231.017203562,-58.813098708
4.0,22002311.0,217.887404784,-91.2611880475,2801.15,-230.424544511,-52.038974761
4.0,22012311.0,217.964101838,-90.3845367132,2802.25,-230.347847458,-51.1623234267
4.0,23002309.0,225.012214055,-68.5237730752,2811.15,-225.012214055,-68.5237730752
4.0,23002310.0,225.012214055,-70.2237730752,2811.15,-225.012214055,-70.2237730752
4.0,22012314.0,217.51960755,-95.4651296735,2802.25,-230.792341746,-56.2429163869
4.0,22112308.0,218.370247599,-85.7422694201,2804.85,-229.941701696,-46.5200561336
4.0,23002299.0,225.012214055,-51.5237730752,2811.15,-225.012214055,-51.5237730752
4.0,23012299.0,225.012214055,-50.6437730752,2812.25,-225.012214055,-50.6437730752
4.0,23102298.0,225.012214055,-50.2637730752,2813.75,-225.012214055,-50.2637730752
4.0,23112270.0,225.012214055,-1.78377307519,2814.85,-225.012214055,-1.78377307519
4.0,23012270.0,225.012214055,-1.34377307519,2812.25,-225.012214055,-1.34377307519
4.0,23002269.0,225.012214055,-0.523773075191,2811.15,-225.012214055,-0.523773075191
4.0,22102277.0,222.886658188,-34.119460165,2803.75,-225.425291107,5.10275312156
4.0,22002277.0,222.925006715,-33.6811344978,2801.15,-225.38694258,5.54107878872
4.0,21112259.0,222.681628326,36.4629622175,2794.85,-225.63032097,-2.75925106906
4.0,21102259.0,222.758325379,35.5863108832,2793.75,-225.553623916,-3.63590240338
4.0,21012260.0,222.791444561,35.2077568979,2792.25,-225.520504734,-4.01445638866
4.0,21002260.0,222.868141615,34.3311055636,2791.15,-225.44380768,-4.89110772298
4.0,20112272.0,225.012214055,-5.18377307519,2784.85,-225.012214055,-5.18377307519
4.0,20102272.0,225.012214055,-6.06377307519,2783.75,-225.012214055,-6.06377307519
4.0,20012274.0,225.012214055,-8.14377307519,2782.25,-225.012214055,-8.14377307519
4.0,20002274.0,225.012214055,-9.02377307519,2781.15,-225.012214055,-9.02377307519
4.0,20002275.0,225.012214055,-10.7237730752,2781.15,-225.012214055,-10.7237730752
4.0,20002294.0,225.012214055,-43.0237730752,2781.15,-225.012214055,-43.0237730752
4.0,20102296.0,225.012214055,-46.8637730752,2783.75,-225.012214055,-46.8637730752
4.0,20112297.0,225.012214055,-47.6837730752,2784.85,-225.012214055,-47.6837730752
4.0,21002290.0,227.313084495,-16.4748240391,2791.15,-220.9988648,-55.6970373257
4.0,21012291.0,227.384552204,-17.2917036915,2792.25,-220.927397091,-56.5139169781
4.0,21112291.0,227.422900731,-17.7300293587,2794.85,-220.889048564,-56.9522426453
4.0,22002311.0,217.887404784,-91.2611880475,2801.15,-230.424544511,-52.038974761
4.0,22102311.0,217.849056257,-91.6995137147,2803.75,-230.462893038,-52.4773004281
4.0,22112311.0,217.925753311,-90.8228623804,2804.85,-230.386195984,-51.6006490938
4.0,23002301.0,225.012214055,-54.9237730752,2811.15,-225.012214055,-54.9237730752
4.0,23012301.0,225.012214055,-54.0437730752,2812.25,-225.012214055,-54.0437730752
4.0,23102300.0,225.012214055,-53.6637730752,2813.75,-225.012214055,-53.6637730752
4.0,23112300.0,225.012214055,-52.7837730752,2814.85,-225.012214055,-52.7837730752
4.0,23112276.0,225.012214055,-11.9837730752,2814.85,-225.012214055,-11.9837730752
4.0,23012276.0,225.012214055,-11.5437730752,2812.25,-225.012214055,-11.5437730752
4.0,23002275.0,225.012214055,-10.7237730752,2811.15,-225.012214055,-10.7237730752
4.0,22102284.0,221.849504849,-45.9741770723,2803.75,-226.462444446,-6.75196378573
4.0,22002284.0,221.887853376,-45.5358514051,2801.15,-226.424095919,-6.31363811857
4.0,21112266.0,223.718781664,24.6082453102,2794.85,-224.593167631,-14.6139679764
4.0,21012267.0,223.8285979,23.3530399906,2792.25,-224.483351395,-15.869173296
4.0,20112280.0,225.012214055,-18.7837730752,2784.85,-225.012214055,-18.7837730752
4.0,20102280.0,225.012214055,-19.6637730752,2783.75,-225.012214055,-19.6637730752
4.0,20012282.0,225.012214055,-21.7437730752,2782.25,-225.012214055,-21.7437730752
4.0,20002283.0,225.012214055,-24.3237730752,2781.15,-225.012214055,-24.3237730752
4.0,20002294.0,225.012214055,-43.0237730752,2781.15,-225.012214055,-43.0237730752
4.0,20002295.0,225.012214055,-44.7237730752,2781.15,-225.012214055,-44.7237730752
4.0,20012296.0,225.012214055,-45.5437730752,2782.25,-225.012214055,-45.5437730752
4.0,20102297.0,225.012214055,-48.5637730752,2783.75,-225.012214055,-48.5637730752
4.0,20112298.0,225.012214055,-49.3837730752,2784.85,-225.012214055,-49.3837730752
4.0,21002291.0,227.461249258,-18.1683550259,2791.15,-220.850700037,-57.3905683124
4.0,21012292.0,227.532716967,-18.9852346783,2792.25,-220.779232328,-58.2074479648
