pitch,yoffset_layer,yoffset_plane,zshift_layer,zshift_plane,zshift_view,alpha,objective
3.6,2.1204647403655525,3.2451133980667115,1.9187525029320704,5.834048457677191,10.0,5.0,0.946629213483
3.6,3.5299265714450194,3.8870704933459264,2.2258913764370094,5.4971958919873725,10.0,5.0,0.65625
3.6,2.0675929099556027,1.6431165783381716,2.485977748236188,4.6010848105082625,10.0,5.0,0.989528795812
3.6,1.8657894021265709,2.768103739018215,2.367188288931127,4.275815315879221,10.0,5.0,0.997175141243
3.6,1.9182755509710343,3.5569210191349336,2.22750546321837,3.887741849103677,10.0,5.0,1.0
3.6,2.7439024847896443,1.7832567948527551,2.368273413864518,4.805356562777425,10.0,5.0,0.9973684210529999
3.6,2.5213735095755867,1.9392974523745201,2.02135700227707,4.282279688144924,10.0,5.0,0.982673267327
3.6,2.127470634891488,1.9696381762434303,1.7104741131313947,5.3224032012825075,10.0,5.0,0.9878640776700001
3.6,2.471956769303556,3.289216195305533,1.8963081204559904,5.6507807551272276,10.0,5.0,0.7970297029699999
3.6,2.081074675259143,1.8441505594793703,2.0277731337358618,5.419956139147566,10.0,5.0,1.0
3.6,1.8487727865062704,2.6869184899244507,1.8182538878650645,6.083083707506084,10.0,5.0,1.0
3.6,2.199549891479309,3.0486342561008013,2.5499611839502254,5.4237997360283305,10.0,5.0,0.8955223880600001
3.6,1.835478967957856,1.2837537112815784,2.0175807757849284,5.6978656794018425,10.0,5.0,1.0
3.6,2.228729005884108,2.4653784189734864,1.7670339460920754,4.003511177315516,10.0,5.0,0.867346938776
3.6,1.9789945069668209,1.7870473196607846,2.5911686261369766,4.70289070084045,10.0,5.0,0.992146596859
3.6,2.2377099437990173,3.84876834362712,1.831671701383444,5.924516265935845,10.0,5.0,0.8545454545450001
3.6,3.3402536425913145,3.4009072950759363,2.2496466489923685,5.546511380528821,10.0,5.0,0.595238095238
3.6,3.294395756220585,1.8797224940278656,2.2077367948788598,4.83764917085887,10.0,5.0,0.991124260355
3.6,2.5149303533132192,3.024830400728713,2.112688511016509,5.662746553302433,10.0,5.0,0.714285714286
3.6,1.9539153555380424,2.5056207826486405,1.9501252591667304,4.190258720391896,10.0,5.0,0.9971264367820001
3.6,2.912125032362185,3.0658025525267925,1.9031283559453287,4.445605616051712,10.0,5.0,0.63202247191
3.6,2.8270975439498933,4.083143268054268,1.960136407471519,4.5236043727986255,10.0,5.0,0.650887573964
3.6,2.188215274315891,3.923500690320193,1.9969815170742835,4.129208596032511,10.0,5.0,0.9112426035500001
3.6,2.9859938464187827,4.140083244232841,2.047202540504836,5.443878466921079,10.0,5.0,0.552631578947
3.6,2.5089559301774846,2.1723169654897854,2.2005943333606166,5.163132003679881,10.0,5.0,0.8910614525139999
3.6,1.9918674545543835,3.709891854877904,2.519391973214417,4.094247742352733,10.0,5.0,0.993788819876
3.6,2.9841215482854646,1.88930172797329,2.0969634829058306,5.264723411065335,10.0,5.0,0.9848484848479999
3.6,1.886781669949001,2.4254577131355464,2.451424957745096,4.7740277806701785,10.0,5.0,1.0
3.6,2.532434329301167,1.2439271298048054,2.5305952146439163,5.228054388106299,10.0,5.0,0.8
3.6,3.2082938713048925,2.5263636434540246,2.4174497084911915,4.9834288357101055,10.0,5.0,0.719072164948
3.6,2.8206292697760023,3.011790467431706,1.98062329347658,5.17834030521796,10.0,5.0,0.650753768844
3.6,3.1721132425979084,3.2110974015957576,2.0029801787651618,5.112809372166176,10.0,5.0,0.586592178771
3.6,2.780080376329529,3.040114806670223,2.240972077345332,5.184432393874203,10.0,5.0,0.639303482587
3.6,2.3842544938204866,4.4560278727735945,1.7325246727418486,5.778061766617348,10.0,5.0,0.791666666667
3.6,3.0518409720417523,2.355547565175452,2.087061918818936,5.641800754280185,10.0,5.0,0.810055865922
3.6,2.607648520720556,3.4833519563694346,2.364809800902996,5.355224065835612,10.0,5.0,0.791666666667
3.6,2.227579435573789,3.3927701447677308,1.7748386272604126,4.2505070024511244,10.0,5.0,0.880952380952
3.6,1.8,3.043412657236205,1.9878348176531693,5.28188060320123,10.0,5.0,1.0
3.6,1.8,3.1573568204073266,1.9470437849612725,5.389222088760741,10.0,5.0,1.0
3.6,1.8,2.1062248959648584,1.796331913806836,5.543578394686172,10.0,5.0,1.0
3.6,1.8059060322185407,3.1181242550685093,2.1274863787953358,5.204002103243966,10.0,5.0,1.0
3.6,1.8,3.2421133610026533,2.168605401548245,5.431640314122715,10.0,5.0,1.0
3.6,1.802795631704036,3.0092053440602404,2.3475180365504484,5.246180919812868,10.0,5.0,1.0
3.6,1.8,2.935681091269624,1.7583160640108382,4.649956523848664,10.0,5.0,1.0
3.6,1.8,3.0181326140424245,1.6406834213435113,5.130286301792592,10.0,5.0,1.0
3.6,1.849337522470324,2.9598367103537746,1.9870866838203285,5.3452095248820415,10.0,5.0,1.0
3.6,1.8000000000002323,2.9253720462015886,1.9760966068998482,5.191501790663655,10.0,5.0,1.0
3.6,1.8393175379408104,2.8999852547807845,1.7141163497576275,5.433226678377272,10.0,5.0,1.0
3.6,1.8,3.2375299566435864,1.9359547747877728,5.592969872378137,10.0,5.0,1.0
3.6,1.8010985228921408,3.2386199815061616,1.8444398344344608,5.393280975170948,10.0,5.0,1.0
3.6,1.8371369716460515,3.0414194217253803,1.9427408700543631,5.279398694848965,10.0,5.0,1.0
3.6,1.8,1.4635923925454617,2.6,5.744338527779747,10.0,5.0,1.0
3.6,1.8,4.02324810859918,1.9551363695390505,4.895278830098257,10.0,5.0,1.0
3.6,1.8098057911393168,1.6145276711514869,1.949055245963404,4.166447030378943,10.0,5.0,1.0
3.6,1.8225546494107177,2.610325864899796,1.9000560057548088,4.308934631578194,10.0,5.0,1.0
3.6,1.8,3.894561202897133,2.42114310047689,3.9907586338604655,10.0,5.0,1.0
3.6,1.8,1.7426278189272062,2.3534098838271715,5.269606470371973,10.0,5.0,1.0
3.6,1.8235933907059725,0.9920793455898796,2.5921035579639224,5.787848222206547,10.0,5.0,1.0
3.6,1.8590685065425008,1.6224337080929625,2.507291696225002,5.6076899615474085,10.0,5.0,0.9973404255320001
3.6,1.802016379730529,1.8527078442436884,2.6,5.300358976208582,10.0,5.0,1.0
3.6,1.830954992331434,1.6018399959665108,2.4209685762982254,5.878226714845978,10.0,5.0,1.0
3.6,1.8126819260347824,1.6759500013966009,2.3205574836914336,4.696260061422087,10.0,5.0,1.0
3.6,1.8302021269866693,1.1784991168072667,2.4811921078990817,5.278804765179856,10.0,5.0,0.991803278689
3.6,1.8773608857683617,1.6525286302056896,2.177403613556588,4.3510358708058705,10.0,5.0,1.0
3.6,1.8,3.47904915558972,2.6,4.0358728148049465,10.0,5.0,1.0
3.6,1.8024380625021683,1.678161773901777,2.2744346496362646,6.309988171916912,10.0,5.0,1.0
3.6,1.8,2.7398652718255945,1.9794169280208584,4.3771676273376,10.0,5.0,1.0
3.6,1.8017048900458716,1.5513908018387177,2.154650856520585,4.801653763986506,10.0,5.0,1.0
3.6,1.853780761084488,1.440070865272958,1.987945296979246,4.391541323610033,10.0,5.0,1.0
3.6,1.807094066187645,1.7984611097723988,2.086236535513175,4.135165268413157,10.0,5.0,1.0
3.6,3.6,1.7694654411394166,2.217810435864657,4.421190010946646,10.0,5.0,0.996913580247
3.6,1.8,2.433822459870148,2.6,5.203855619661921,10.0,5.0,1.0
3.6,1.800984079765107,1.3180604868264758,2.5051073426591506,5.084780429242317,10.0,5.0,0.997297297297
3.6,1.8056711994532373,1.1936536883984277,2.2978743939014987,6.505313470604776,10.0,5.0,1.0
3.6,1.8,4.161393762964201,2.123067547821014,4.735131243220742,10.0,5.0,0.9973684210529999
3.6,1.8084601432333047,1.8496223972000343,2.2144357128665324,5.073188643782922,10.0,5.0,1.0
3.6,1.8009058623684613,1.9361806117189464,2.3727705687929967,5.265145638385887,10.0,5.0,0.9974358974359999
3.6,1.820797843059866,1.6313413204519136,1.8317794399308325,4.5277891688120535,10.0,5.0,1.0
3.6,1.8524443209702863,1.1015486401852468,2.591605533226037,5.4897794832541695,10.0,5.0,1.0
3.6,1.827384439126721,1.7620357659711967,2.2578019951702326,4.163611393214973,10.0,5.0,1.0
3.6,1.808776217950817,1.64183945192917,2.4024533981202967,5.337873907301642,10.0,5.0,1.0
3.6,1.8221547335666777,1.2495725195975529,2.2311173264201813,3.958517292222739,10.0,5.0,1.0
3.6,1.8060764617034561,1.5157219435471758,2.106596686443054,5.2138109059672,10.0,5.0,1.0
3.6,1.8006992389963257,1.525955223631135,2.1169153795568154,4.011803665382338,10.0,5.0,0.997058823529
3.6,1.802099135855776,1.4481620998230893,2.307692673818888,6.04081359813091,10.0,5.0,1.0
3.6,1.821421544834422,3.717152830251423,2.5870650263376422,3.941621407586116,10.0,5.0,0.997474747475
3.6,1.8021864041375009,1.7428484638230408,2.4518155716736048,5.46638360712325,10.0,5.0,1.0
3.6,1.803947380157756,3.989940012660116,2.158155127406052,4.80347637151896,10.0,5.0,1.0
3.6,1.8012593929283616,2.7115326362328687,1.818435380181394,4.369104322469538,10.0,5.0,0.997382198953
3.6,1.8008939442758267,1.845033468748056,2.172722895490093,5.842729140332277,10.0,5.0,1.0
3.6,1.8110977935923096,1.7658355762768538,2.173315420505682,6.060944177193706,10.0,5.0,1.0
3.6,1.8416933700237363,1.1304116731094422,2.412275830747726,5.65034113173822,10.0,5.0,1.0
3.6,1.8070497735315616,1.1425628144650737,2.4045940007828848,5.218248438504745,10.0,5.0,1.0
3.6,1.814363039305752,1.7000820395574472,2.154245859005794,5.126347141516923,10.0,5.0,1.0
3.6,1.8,1.7975263249554754,2.036268409729078,4.9206825011681925,10.0,5.0,1.0
3.6,1.8229684341963803,1.878189210209384,2.0590916590363246,4.420430307434836,10.0,5.0,1.0
3.6,1.803147878157752,1.7025898870149332,2.5841210016416367,5.921021996510981,10.0,5.0,1.0
3.6,1.8063692137055565,4.087407832421757,1.9395705728575736,4.788170923961715,10.0,5.0,1.0
3.6,1.8190718744672256,1.671589708358078,2.4595531565190174,5.110755510953427,10.0,5.0,1.0
3.6,1.8,4.004141744538096,2.5096731275371136,3.8406530019287852,10.0,5.0,1.0
3.6,1.8,4.032956988174196,2.3455288457176917,4.1434459279880445,10.0,5.0,1.0
3.6,1.8054972775756308,1.3903190909783056,2.2858484772602603,5.158315898745559,10.0,5.0,1.0
3.6,1.8,0.9,2.6,4.791766626044328,10.0,5.0,1.0
3.6,1.8,2.56823409565734,1.6,6.8,10.0,5.0,1.0
3.6,2.0005320377365634,2.807441349912766,1.6539937114878898,6.8,10.0,5.0,0.98427672956
3.6,2.1263318869034165,2.094090324365229,1.6991632492389377,6.78971965986108,10.0,5.0,0.967261904762
3.6,1.846448004404592,3.0446619434993174,1.8018571653925128,6.794698373380292,10.0,5.0,1.0
3.6,1.8000000000009413,2.187276561144801,1.6,6.8,10.0,5.0,1.0
3.6,1.8,2.9856772447530866,1.6,6.49931208075941,10.0,5.0,1.0
3.6,1.8,0.9000000000002253,2.462732911486333,4.661755407804272,10.0,5.0,1.0
3.6,1.8,2.953813489759212,2.175889231138936,6.8,10.0,5.0,1.0
3.6,1.810330337233536,1.0205292411537283,2.451346709197061,4.576527555825988,10.0,5.0,1.0
3.6,1.893619617892172,1.8796419624018068,1.7966580901173947,6.744412931401171,10.0,5.0,0.996815286624
3.6,2.2444630574639417,2.501620691381772,1.6000000000000072,6.8,10.0,5.0,0.874331550802
3.6,1.8378490703155839,2.750645803306095,1.6665446888567659,6.572974563339024,10.0,5.0,1.0
3.6,1.8305901292045679,3.1217985309085194,2.378570737017024,6.749151984697464,10.0,5.0,1.0
3.6,1.8919144303925983,3.0282173071550362,1.6227267609039164,6.770855625549188,10.0,5.0,0.997297297297
3.6,2.5088908667388536,2.0752497970983965,1.6438268236462357,6.8,10.0,5.0,0.935567010309
3.6,1.9207330502070383,2.442438505555044,1.7937173025597433,6.7923800518279425,10.0,5.0,1.0
3.6,2.6183248925675366,1.9729650202796407,1.9074027427857991,6.754868798256582,10.0,5.0,0.97461928934
3.6,1.8,0.9,2.6,4.991395433626517,10.0,5.0,1.0
3.6,1.87190603200136,2.4128101973223344,1.6245987695263069,6.549612271577892,10.0,5.0,1.0
3.6,1.8,0.9,2.6,5.167803404814653,10.0,5.0,1.0
3.6,3.0032186999024857,2.091807282369345,1.6,6.8,10.0,5.0,0.918994413408
3.6,1.8057817733687642,3.2199827043808145,1.7139905183589572,6.498744262037469,10.0,5.0,1.0
3.6,1.8825424236984067,2.523397357172149,2.0468478764518543,6.741652595751308,10.0,5.0,0.997311827957
3.6,1.8089361433191344,0.952947219605186,2.4798047020274114,4.7510108446617405,10.0,5.0,1.0
3.6,2.0268111112757583,2.205350601529433,1.9162094184338647,6.769337693367403,10.0,5.0,0.988505747126
3.6,2.3712834754526915,1.764582673824782,1.7315135038676608,6.798008845553945,10.0,5.0,0.981578947368
3.6,1.8,2.6049190197414007,2.5264612395974564,6.8,10.0,5.0,1.0
3.6,1.8094921258548349,1.6285771145664498,1.7765266923247356,6.745312525443753,10.0,5.0,1.0
3.6,1.872755036282568,2.08801562145764,1.6293284355626518,6.5823722313643005,10.0,5.0,1.0
3.6,1.8142258988068602,0.9442861079628041,2.5093818478862744,4.439346126570831,10.0,5.0,1.0
3.6,3.6,1.9319451967168069,1.6,5.484018457389861,10.0,5.0,0.984455958549
3.6,1.8095799497065184,0.9178352476109296,2.5322541855851766,4.6356552146469685,10.0,5.0,1.0
3.6,1.833479695945503,1.1218128182163598,2.5225245332565525,4.381983596209945,10.0,5.0,1.0
3.6,1.8063722167845249,3.1557676590326,1.6310088933922309,6.2345063317203255,10.0,5.0,1.0
3.6,3.5807723975458345,2.151303336480322,1.6,6.8,10.0,5.0,0.933862433862
3.6,1.845555938549468,1.5023371811822543,1.628929134610413,6.784512093527727,10.0,5.0,1.0
3.6,1.81495213968678,1.0093967818813998,2.5862554552673043,4.2383997862214615,10.0,5.0,1.0
3.6,2.3524634125697834,1.8377361920572857,2.172440562272667,6.8,10.0,5.0,0.994350282486
3.6,1.8,0.9,2.262295795094516,4.468582849859015,10.0,5.0,1.0
3.6,1.8,3.4726296623746635,2.6,6.8,10.0,5.0,1.0
3.6,1.827865947870814,2.041727892060297,1.8354518438009209,6.738155464421878,10.0,5.0,1.0
3.6,1.8455170292353733,2.5650998235472167,1.6080913427040875,6.5944585756413945,10.0,5.0,1.0
3.6,1.86402946163164,2.795317148072148,1.6366487836184054,6.360384538667063,10.0,5.0,1.0
3.6,1.8222082761935638,1.061320922456785,2.0325678767251683,4.415408196530177,10.0,5.0,1.0
3.6,1.843521813714806,3.257329937493025,2.1210112954798133,6.5572444683714926,10.0,5.0,0.997422680412
3.6,2.1230588480883847,1.947335391360104,1.9054365851997823,6.729357983191183,10.0,5.0,0.985294117647
3.6,1.800890807598904,0.9090652342133206,1.8846752444195984,4.282469547094967,10.0,5.0,1.0
3.6,1.8127461858761096,2.736255187756546,1.957306702229008,6.638891230633662,10.0,5.0,1.0
3.6,1.8,0.9,2.100808923568421,4.512073045950573,10.0,5.0,1.0
3.6,2.0352682595065485,2.161157666821936,2.248985816978424,6.750561846967126,10.0,5.0,0.984042553191
3.6,1.8044487058988377,0.9546407177919494,1.98645238289349,4.454235664175392,10.0,5.0,1.0
3.6,2.070264909678477,2.6367709948772453,1.6405296636532674,6.7910716784117815,10.0,5.0,0.963730569948
3.6,1.859240402114122,2.9627520436159536,1.6224298550802896,6.066245787211063,10.0,5.0,1.0
3.6,1.8290904648764563,0.9191351895040804,2.391969473870768,4.4427945254581775,10.0,5.0,1.0
3.6,2.0663591001724857,1.9499915787449769,1.6072931330977778,6.732272779045746,10.0,5.0,0.994764397906
3.6,3.6,1.751201280325656,2.6,3.8,10.0,5.0,0.997191011236
3.6,1.8104050840824093,2.238461670557156,1.8049055269206649,6.435726013087428,10.0,5.0,1.0
3.6,1.8021785261428125,2.1882428449324194,1.6763693681609428,6.367679321006651,10.0,5.0,1.0
3.6,1.8,2.1910655742215366,2.6,6.8,10.0,5.0,1.0
3.6,1.8,1.4587196360164163,2.6,6.8,10.0,5.0,1.0
3.6,2.121141989831314,1.4738036764568652,2.6,6.8,10.0,5.0,0.936813186813
3.6,1.8,3.765819476758751,2.6,5.353781613512411,10.0,5.0,0.9975
3.6,1.802593289478892,3.743844729497635,2.6,5.601848977578019,10.0,5.0,0.997297297297
3.6,2.4460373233626767,1.5444389786275416,2.6,6.8,10.0,5.0,0.917910447761
3.6,1.8,3.651092743189039,2.6,5.89320776123889,10.0,5.0,1.0
3.6,2.8019348473900383,1.6539278242652118,2.6,6.8,10.0,5.0,0.971502590674
3.6,3.1965410770616205,1.7240983908645675,2.6,6.8,10.0,5.0,0.983240223464
3.6,2.2674888174650896,1.6263381995977306,2.573267108457628,6.649137985034027,10.0,5.0,0.967741935484
3.6,1.800000000000348,1.251593355563709,2.6,6.8,10.0,5.0,1.0
3.6,1.8,2.6844995415350272,2.6,4.7298627465614125,10.0,5.0,0.997252747253
3.6,3.6,1.882398821066117,2.6,6.8,10.0,5.0,0.985074626866
3.6,1.8,3.4472551793073505,2.6,6.129929031692712,10.0,5.0,1.0
3.6,1.8,3.293978915719725,2.2504994031315206,4.134975644519422,10.0,5.0,1.0
3.6,1.8,1.817023454416396,1.6,5.373908157481751,10.0,5.0,1.0
3.6,1.8,0.9,1.93181205178319,6.8,10.0,5.0,1.0
3.6,1.8,0.9,2.6,6.8,10.0,5.0,0.997524752475
3.6,1.8,4.5,2.6,3.8,10.0,5.0,1.0
3.6,2.7501418458316493,1.8641588963918985,2.6,6.8,10.0,5.0,0.985
3.6,2.5804059792078555,1.6461184363088917,2.521754686939324,6.709074559626889,10.0,5.0,0.978260869565
3.6,1.8,4.5,2.6,6.8,10.0,5.0,1.0
3.6,2.1650775718060324,1.6366405744135657,2.6,3.8,10.0,5.0,0.973684210526
3.6,1.8046139907006002,3.5801060130393427,2.4328916289143474,5.466718398956664,10.0,5.0,1.0
3.6,3.2947561403787766,1.4751242706578165,2.532188959873769,6.7688354345737185,10.0,5.0,0.915384615385
3.6,1.8,2.268269085380648,2.6,3.8,10.0,5.0,1.0
3.6,1.8043298956803893,3.6657223455063717,2.4837870588456132,5.273453984672488,10.0,5.0,1.0
3.6,1.882632461949889,1.8709792703666448,1.6551028053115402,5.558536528176389,10.0,5.0,0.997706422018
3.6,1.8,3.7168254176585935,1.6,5.048716684852419,10.0,5.0,1.0
3.6,2.109371636810321,1.2208999207198028,2.5965221827705407,6.644351968976784,10.0,5.0,0.930555555556
3.6,2.4218917262757085,1.5223536540233469,2.5999453692948205,6.611939085824691,10.0,5.0,0.924390243902
3.6,1.8000000000000007,3.965300814721224,2.6,5.493414357747799,10.0,5.0,1.0
3.6,1.8040739116697848,3.2108620229259923,2.2158127065142583,4.07828863343311,10.0,5.0,1.0
3.6,2.002615374043088,1.633961915360305,2.54256385225782,6.744158927127125,10.0,5.0,0.991758241758
3.6,2.779115080083614,1.5590507037149262,2.423617503206178,6.5207442080446585,10.0,5.0,0.948369565217
3.6,1.802819743893248,3.1366664407634857,2.569689780210776,5.929227062962655,10.0,5.0,1.0
3.6,2.4194439223318267,1.8360507329138005,2.6,6.8,10.0,5.0,0.98125
3.6,2.3396482951257243,1.7645008797838533,2.267723502023627,4.199430821760355,10.0,5.0,0.988700564972
3.6,2.2306859679187157,1.5980324232235532,2.5874439962129707,6.7754811601870095,10.0,5.0,0.965714285714
3.6,3.6,1.8138834687059424,2.108941098897985,3.8,10.0,5.0,0.994318181818
3.6,1.8000000000000755,0.9000000000001027,2.181854150416249,6.8,10.0,5.0,1.0
3.6,1.8,3.416398419229921,2.2928320798080177,4.1490792534625145,10.0,5.0,1.0
3.6,3.579179504538141,1.8371972653468327,1.8419253536669504,3.8595679981838185,10.0,5.0,1.0
3.6,1.8000000000007106,1.7643018885736457,1.779936349119801,5.494344583592548,10.0,5.0,1.0
3.6,1.8265250121815355,1.5286364431089647,2.5988626363123397,3.817587651756056,10.0,5.0,0.997536945813
3.6,2.4521834530739324,1.0464267256023871,2.468296964923349,6.766140409328325,10.0,5.0,0.768817204301
3.6,1.820943097247521,3.7589482749484335,2.30415838015606,5.140445859675552,10.0,5.0,1.0
3.6,2.082627184821476,0.9000000000026139,2.6,6.8,10.0,5.0,0.936842105263
3.6,1.8,3.3943365368043144,2.6,5.8640459319551965,10.0,5.0,1.0
3.6,2.9246888018543213,1.758723072735521,2.383492289673163,6.7391749337112,10.0,5.0,0.9809782608700002
3.6,1.834880032170728,1.7233966990287604,1.6935499124085789,5.443402483649125,10.0,5.0,1.0
3.6,2.069753185338364,1.6322724567565738,2.578560120841458,6.639774951268128,10.0,5.0,0.983606557377
3.6,1.9797820151205543,1.884019041921548,1.8000174815405583,5.615538149764646,10.0,5.0,0.997474747475
3.6,1.8,0.9,1.6,6.340236246622065,10.0,5.0,1.0
3.6,1.8,0.900000000000338,1.6366335985684306,6.1480973580485045,10.0,5.0,0.9972826086959999
3.6,1.8,0.9,1.8759495643990232,6.009695190243478,10.0,5.0,1.0
3.6,3.6,1.8554508071200664,1.6,4.51225525088959,10.0,5.0,0.990196078431
